fighter,fighter_url,record,nickname,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,raw_stats_json
Vinicius Salvador,http://ufcstats.com/fighter-details/65cdf4ec31143d86,14-7-0,,"5' 7""",135 lbs.,"70""",Southpaw,"Jul 24, 1996",5.48,43%,6.50,,0.36,11%,86%,0.0,"{""Height"": ""5' 7\"""", ""Weight"": ""135 lbs."", ""Reach"": ""70\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Jul 24, 1996"", ""SLpM"": ""5.48"", ""Str. Acc."": ""43%"", ""SApM"": ""6.50"", ""Str. Def"": ""48%"", ""TD Avg."": ""0.36"", ""TD Acc."": ""11%"", ""TD Def."": ""86%"", ""Sub. Avg."": ""0.0""}"
Victor Martinez,http://ufcstats.com/fighter-details/3e708ce33b6b18e6,13-7-0,The Brick,"5' 7""",155 lbs.,"70""",Orthodox,"Jul 17, 1991",7.53,51%,7.75,,0.67,33%,80%,0.0,"{""Height"": ""5' 7\"""", ""Weight"": ""155 lbs."", ""Reach"": ""70\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jul 17, 1991"", ""SLpM"": ""7.53"", ""Str. Acc."": ""51%"", ""SApM"": ""7.75"", ""Str. Def"": ""52%"", ""TD Avg."": ""0.67"", ""TD Acc."": ""33%"", ""TD Def."": ""80%"", ""Sub. Avg."": ""0.0""}"
Warlley Alves,http://ufcstats.com/fighter-details/d317a5e2b3f88c5f,15-8-0,,"5' 11""",185 lbs.,"72""",Orthodox,"Jan 04, 1991",3.04,48%,3.95,,1.22,50%,62%,0.8,"{""Height"": ""5' 11\"""", ""Weight"": ""185 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jan 04, 1991"", ""SLpM"": ""3.04"", ""Str. Acc."": ""48%"", ""SApM"": ""3.95"", ""Str. Def"": ""50%"", ""TD Avg."": ""1.22"", ""TD Acc."": ""50%"", ""TD Def."": ""62%"", ""Sub. Avg."": ""0.8""}"
Rani Yahya,http://ufcstats.com/fighter-details/94527830000ab715,28-12-1 (1 NC),,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 12, 1984",1.71,38%,2.08,,2.73,30%,29%,1.8,"{""Height"": ""5' 6\"""", ""Weight"": ""135 lbs."", ""Reach"": ""67\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Sep 12, 1984"", ""SLpM"": ""1.71"", ""Str. Acc."": ""38%"", ""SApM"": ""2.08"", ""Str. Def"": ""50%"", ""TD Avg."": ""2.73"", ""TD Acc."": ""30%"", ""TD Def."": ""29%"", ""Sub. Avg."": ""1.8""}"
Michal Figlak,http://ufcstats.com/fighter-details/b4c57a8c2b773e82,8-2-0,Mad Dog,"5' 10""",155 lbs.,"70""",Orthodox,"Aug 15, 1996",4.00,39%,4.93,,0.50,12%,57%,0.0,"{""Height"": ""5' 10\"""", ""Weight"": ""155 lbs."", ""Reach"": ""70\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Aug 15, 1996"", ""SLpM"": ""4.00"", ""Str. Acc."": ""39%"", ""SApM"": ""4.93"", ""Str. Def"": ""52%"", ""TD Avg."": ""0.50"", ""TD Acc."": ""12%"", ""TD Def."": ""57%"", ""Sub. Avg."": ""0.0""}"
Marnic Mann,http://ufcstats.com/fighter-details/b6203e0492a9336c,6-3-0,The Sawed-Off Savage,"5' 0""",115 lbs.,"64""",Southpaw,"Mar 05, 1993",1.47,41%,5.08,,1.90,33%,25%,0.4,"{""Height"": ""5' 0\"""", ""Weight"": ""115 lbs."", ""Reach"": ""64\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Mar 05, 1993"", ""SLpM"": ""1.47"", ""Str. Acc."": ""41%"", ""SApM"": ""5.08"", ""Str. Def"": ""31%"", ""TD Avg."": ""1.90"", ""TD Acc."": ""33%"", ""TD Def."": ""25%"", ""Sub. Avg."": ""0.4""}"
Liang Na,http://ufcstats.com/fighter-details/ec0dcceace7d25a3,19-8-0,The Dragon Girl,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1996",1.99,42%,3.95,,3.60,58%,25%,0.5,"{""Height"": ""5' 5\"""", ""Weight"": ""125 lbs."", ""Reach"": ""67\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jul 27, 1996"", ""SLpM"": ""1.99"", ""Str. Acc."": ""42%"", ""SApM"": ""3.95"", ""Str. Def"": ""36%"", ""TD Avg."": ""3.60"", ""TD Acc."": ""58%"", ""TD Def."": ""25%"", ""Sub. Avg."": ""0.5""}"
Gabriel Benitez,http://ufcstats.com/fighter-details/436f970c9ea9169c,23-13-0,Moggly,"5' 8""",155 lbs.,"71""",Southpaw,"Jun 15, 1988",5.26,41%,4.49,,0.22,50%,55%,0.9,"{""Height"": ""5' 8\"""", ""Weight"": ""155 lbs."", ""Reach"": ""71\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Jun 15, 1988"", ""SLpM"": ""5.26"", ""Str. Acc."": ""41%"", ""SApM"": ""4.49"", ""Str. Def"": ""63%"", ""TD Avg."": ""0.22"", ""TD Acc."": ""50%"", ""TD Def."": ""55%"", ""Sub. Avg."": ""0.9""}"
Germaine de Randamie,http://ufcstats.com/fighter-details/1d239d571e342453,10-5-0,The Iron Lady,"5' 9""",135 lbs.,"71""",Orthodox,"Apr 24, 1984",2.57,46%,2.00,,0.00,0%,65%,0.4,"{""Height"": ""5' 9\"""", ""Weight"": ""135 lbs."", ""Reach"": ""71\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Apr 24, 1984"", ""SLpM"": ""2.57"", ""Str. Acc."": ""46%"", ""SApM"": ""2.00"", ""Str. Def"": ""65%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""65%"", ""Sub. Avg."": ""0.4""}"
Anton Turkalj,http://ufcstats.com/fighter-details/82529ce93cd9a2cf,8-4-0,The Pleasure Man,"6' 4""",205 lbs.,"78""",Orthodox,"Jun 10, 1996",2.45,42%,3.42,,4.98,41%,16%,0.0,"{""Height"": ""6' 4\"""", ""Weight"": ""205 lbs."", ""Reach"": ""78\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jun 10, 1996"", ""SLpM"": ""2.45"", ""Str. Acc."": ""42%"", ""SApM"": ""3.42"", ""Str. Def"": ""54%"", ""TD Avg."": ""4.98"", ""TD Acc."": ""41%"", ""TD Def."": ""16%"", ""Sub. Avg."": ""0.0""}"
Luis Pajuelo,http://ufcstats.com/fighter-details/e530df53922f413e,8-2-0,Corazon de Leon,"5' 10""",145 lbs.,"69""",Orthodox,"Dec 18, 1994",6.03,57%,8.20,,0.00,0%,66%,0.0,"{""Height"": ""5' 10\"""", ""Weight"": ""145 lbs."", ""Reach"": ""69\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Dec 18, 1994"", ""SLpM"": ""6.03"", ""Str. Acc."": ""57%"", ""SApM"": ""8.20"", ""Str. Def"": ""52%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""66%"", ""Sub. Avg."": ""0.0""}"
Igor Severino,http://ufcstats.com/fighter-details/6ad8e4296f7522d9,8-1-0,,"5' 7""",125 lbs.,"69""",Orthodox,"Apr 21, 2003",7.17,52%,4.33,,9.69,71%,50%,0.0,"{""Height"": ""5' 7\"""", ""Weight"": ""125 lbs."", ""Reach"": ""69\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Apr 21, 2003"", ""SLpM"": ""7.17"", ""Str. Acc."": ""52%"", ""SApM"": ""4.33"", ""Str. Def"": ""47%"", ""TD Avg."": ""9.69"", ""TD Acc."": ""71%"", ""TD Def."": ""50%"", ""Sub. Avg."": ""0.0""}"
Bryan Barberena,http://ufcstats.com/fighter-details/a331233f597090a5,18-12-0,Bam Bam,"6' 0""",185 lbs.,"72""",Southpaw,"May 03, 1989",5.35,48%,4.59,,0.13,22%,50%,0.3,"{""Height"": ""6' 0\"""", ""Weight"": ""185 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""May 03, 1989"", ""SLpM"": ""5.35"", ""Str. Acc."": ""48%"", ""SApM"": ""4.59"", ""Str. Def"": ""44%"", ""TD Avg."": ""0.13"", ""TD Acc."": ""22%"", ""TD Def."": ""50%"", ""Sub. Avg."": ""0.3""}"
Natan Levy,http://ufcstats.com/fighter-details/a29db9cd4f9ccea5,8-2-0,Lethal,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 30, 1991",3.70,52%,3.19,,5.03,58%,41%,0.5,"{""Height"": ""5' 9\"""", ""Weight"": ""155 lbs."", ""Reach"": ""71\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Sep 30, 1991"", ""SLpM"": ""3.70"", ""Str. Acc."": ""52%"", ""SApM"": ""3.19"", ""Str. Def"": ""58%"", ""TD Avg."": ""5.03"", ""TD Acc."": ""58%"", ""TD Def."": ""41%"", ""Sub. Avg."": ""0.5""}"
Katlyn Cerminara,http://ufcstats.com/fighter-details/e872e9a9a902c045,18-6-0,Blonde Fighter,"5' 9""",125 lbs.,"68""",Orthodox,"Dec 28, 1988",4.58,34%,4.48,,0.31,15%,50%,0.3,"{""Height"": ""5' 9\"""", ""Weight"": ""125 lbs."", ""Reach"": ""68\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Dec 28, 1988"", ""SLpM"": ""4.58"", ""Str. Acc."": ""34%"", ""SApM"": ""4.48"", ""Str. Def"": ""62%"", ""TD Avg."": ""0.31"", ""TD Acc."": ""15%"", ""TD Def."": ""50%"", ""Sub. Avg."": ""0.3""}"
Josh Parisian,http://ufcstats.com/fighter-details/b5da8f7d05e85a55,15-8-0,,"6' 4""",265 lbs.,"79""",Orthodox,"Jun 28, 1989",4.55,48%,4.88,,0.98,33%,46%,0.2,"{""Height"": ""6' 4\"""", ""Weight"": ""265 lbs."", ""Reach"": ""79\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jun 28, 1989"", ""SLpM"": ""4.55"", ""Str. Acc."": ""48%"", ""SApM"": ""4.88"", ""Str. Def"": ""41%"", ""TD Avg."": ""0.98"", ""TD Acc."": ""33%"", ""TD Def."": ""46%"", ""Sub. Avg."": ""0.2""}"
Maryna Moroz,http://ufcstats.com/fighter-details/b4192a975027aab6,11-6-0,Iron Lady,"5' 7""",125 lbs.,"67""",Orthodox,"Sep 08, 1991",4.42,33%,4.89,,0.70,24%,42%,0.6,"{""Height"": ""5' 7\"""", ""Weight"": ""125 lbs."", ""Reach"": ""67\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Sep 08, 1991"", ""SLpM"": ""4.42"", ""Str. Acc."": ""33%"", ""SApM"": ""4.89"", ""Str. Def"": ""51%"", ""TD Avg."": ""0.70"", ""TD Acc."": ""24%"", ""TD Def."": ""42%"", ""Sub. Avg."": ""0.6""}"
Jamie Pickett,http://ufcstats.com/fighter-details/830f60497fab345a,13-11-0,The Night Wolf,"6' 2""",185 lbs.,"80""",Orthodox,"Aug 29, 1988",2.65,47%,3.62,,1.26,40%,67%,0.1,"{""Height"": ""6' 2\"""", ""Weight"": ""185 lbs."", ""Reach"": ""80\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Aug 29, 1988"", ""SLpM"": ""2.65"", ""Str. Acc."": ""47%"", ""SApM"": ""3.62"", ""Str. Def"": ""50%"", ""TD Avg."": ""1.26"", ""TD Acc."": ""40%"", ""TD Def."": ""67%"", ""Sub. Avg."": ""0.1""}"
Mateus Mendonca,http://ufcstats.com/fighter-details/48812daf291a4e23,10-3-0,Bocao,"5' 6""",125 lbs.,"71""",Orthodox,"Jan 17, 1999",1.66,40%,4.14,,2.54,27%,55%,0.4,"{""Height"": ""5' 6\"""", ""Weight"": ""125 lbs."", ""Reach"": ""71\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jan 17, 1999"", ""SLpM"": ""1.66"", ""Str. Acc."": ""40%"", ""SApM"": ""4.14"", ""Str. Def"": ""30%"", ""TD Avg."": ""2.54"", ""TD Acc."": ""27%"", ""TD Def."": ""55%"", ""Sub. Avg."": ""0.4""}"
Daniel Lacerda,http://ufcstats.com/fighter-details/31bb0772f21cabd8,11-6-0 (1 NC),Miojo,"5' 6""",125 lbs.,"70""",Switch,"Jun 05, 1996",3.95,45%,8.28,,2.32,50%,0%,1.2,"{""Height"": ""5' 6\"""", ""Weight"": ""125 lbs."", ""Reach"": ""70\"""", ""STANCE"": ""Switch"", ""DOB"": ""Jun 05, 1996"", ""SLpM"": ""3.95"", ""Str. Acc."": ""45%"", ""SApM"": ""8.28"", ""Str. Def"": ""34%"", ""TD Avg."": ""2.32"", ""TD Acc."": ""50%"", ""TD Def."": ""0%"", ""Sub. Avg."": ""1.2""}"
Denys Bondar,http://ufcstats.com/fighter-details/2526be54e6a0e62a,14-5-0,Psycho,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 27, 1992",4.59,50%,5.16,,3.99,58%,62%,0.0,"{""Height"": ""5' 6\"""", ""Weight"": ""125 lbs."", ""Reach"": ""69\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jun 27, 1992"", ""SLpM"": ""4.59"", ""Str. Acc."": ""50%"", ""SApM"": ""5.16"", ""Str. Def"": ""56%"", ""TD Avg."": ""3.99"", ""TD Acc."": ""58%"", ""TD Def."": ""62%"", ""Sub. Avg."": ""0.0""}"
Val Woodburn,http://ufcstats.com/fighter-details/7a47e068f8017019,7-2-0,The Animal,"5' 8""",170 lbs.,"74""",Orthodox,"Aug 10, 1993",1.60,35%,4.93,,1.92,100%,50%,0.0,"{""Height"": ""5' 8\"""", ""Weight"": ""170 lbs."", ""Reach"": ""74\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Aug 10, 1993"", ""SLpM"": ""1.60"", ""Str. Acc."": ""35%"", ""SApM"": ""4.93"", ""Str. Def"": ""36%"", ""TD Avg."": ""1.92"", ""TD Acc."": ""100%"", ""TD Def."": ""50%"", ""Sub. Avg."": ""0.0""}"
Fernie Garcia,http://ufcstats.com/fighter-details/9e92e1ca498d7244,10-5-0,,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 12, 1992",2.04,34%,3.79,,0.28,50%,50%,0.6,"{""Height"": ""5' 7\"""", ""Weight"": ""135 lbs."", ""Reach"": ""67\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Apr 12, 1992"", ""SLpM"": ""2.04"", ""Str. Acc."": ""34%"", ""SApM"": ""3.79"", ""Str. Def"": ""48%"", ""TD Avg."": ""0.28"", ""TD Acc."": ""50%"", ""TD Def."": ""50%"", ""Sub. Avg."": ""0.6""}"
Pete Rodriguez,http://ufcstats.com/fighter-details/776d4262c4da38bf,5-2-0,Dead Game,"5' 9""",170 lbs.,"71""",Switch,"Nov 13, 1996",9.28,43%,12.83,,0.00,0%,100%,0.0,"{""Height"": ""5' 9\"""", ""Weight"": ""170 lbs."", ""Reach"": ""71\"""", ""STANCE"": ""Switch"", ""DOB"": ""Nov 13, 1996"", ""SLpM"": ""9.28"", ""Str. Acc."": ""43%"", ""SApM"": ""12.83"", ""Str. Def"": ""42%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""100%"", ""Sub. Avg."": ""0.0""}"
Landon Quinones,http://ufcstats.com/fighter-details/267f4a6568abe245,7-3-1,The Lone Wolf,"5' 9""",155 lbs.,"70""",Southpaw,"Nov 21, 1995",6.77,40%,7.70,,0.50,33%,100%,0.0,"{""Height"": ""5' 9\"""", ""Weight"": ""155 lbs."", ""Reach"": ""70\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Nov 21, 1995"", ""SLpM"": ""6.77"", ""Str. Acc."": ""40%"", ""SApM"": ""7.70"", ""Str. Def"": ""55%"", ""TD Avg."": ""0.50"", ""TD Acc."": ""33%"", ""TD Def."": ""100%"", ""Sub. Avg."": ""0.0""}"
Yohan Lainesse,http://ufcstats.com/fighter-details/f998f5c102250d6e,9-3-0,White Lion,"6' 1""",170 lbs.,"76""",Orthodox,"Aug 14, 1992",2.22,41%,3.38,,0.94,28%,72%,0.5,"{""Height"": ""6' 1\"""", ""Weight"": ""170 lbs."", ""Reach"": ""76\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Aug 14, 1992"", ""SLpM"": ""2.22"", ""Str. Acc."": ""41%"", ""SApM"": ""3.38"", ""Str. Def"": ""58%"", ""TD Avg."": ""0.94"", ""TD Acc."": ""28%"", ""TD Def."": ""72%"", ""Sub. Avg."": ""0.5""}"
Malcolm Gordon,http://ufcstats.com/fighter-details/dee294e9717012c2,14-8-0,X,"5' 7""",125 lbs.,"71""",Switch,"May 19, 1990",2.50,45%,2.00,,1.72,35%,26%,1.0,"{""Height"": ""5' 7\"""", ""Weight"": ""125 lbs."", ""Reach"": ""71\"""", ""STANCE"": ""Switch"", ""DOB"": ""May 19, 1990"", ""SLpM"": ""2.50"", ""Str. Acc."": ""45%"", ""SApM"": ""2.00"", ""Str. Def"": ""43%"", ""TD Avg."": ""1.72"", ""TD Acc."": ""35%"", ""TD Def."": ""26%"", ""Sub. Avg."": ""1.0""}"
Phil Hawes,http://ufcstats.com/fighter-details/547afe1017e72dbe,12-6-0,No Hype,"6' 0""",185 lbs.,"77""",Orthodox,"Jan 08, 1989",5.33,59%,3.72,,2.11,34%,90%,0.2,"{""Height"": ""6' 0\"""", ""Weight"": ""185 lbs."", ""Reach"": ""77\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jan 08, 1989"", ""SLpM"": ""5.33"", ""Str. Acc."": ""59%"", ""SApM"": ""3.72"", ""Str. Def"": ""55%"", ""TD Avg."": ""2.11"", ""TD Acc."": ""34%"", ""TD Def."": ""90%"", ""Sub. Avg."": ""0.2""}"
Shannon Ross,http://ufcstats.com/fighter-details/51c655162e462ceb,13-9-0,The Turkish Delight,"5' 6""",125 lbs.,"66""",Switch,"May 12, 1989",5.96,39%,7.39,,0.00,0%,100%,0.0,"{""Height"": ""5' 6\"""", ""Weight"": ""125 lbs."", ""Reach"": ""66\"""", ""STANCE"": ""Switch"", ""DOB"": ""May 12, 1989"", ""SLpM"": ""5.96"", ""Str. Acc."": ""39%"", ""SApM"": ""7.39"", ""Str. Def"": ""55%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""100%"", ""Sub. Avg."": ""0.0""}"
Stephanie Egger,http://ufcstats.com/fighter-details/5e6294b37bbef029,8-5-0,,"5' 6""",135 lbs.,"68""",Orthodox,"Aug 12, 1988",2.20,46%,2.48,,2.48,42%,50%,0.6,"{""Height"": ""5' 6\"""", ""Weight"": ""135 lbs."", ""Reach"": ""68\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Aug 12, 1988"", ""SLpM"": ""2.20"", ""Str. Acc."": ""46%"", ""SApM"": ""2.48"", ""Str. Def"": ""52%"", ""TD Avg."": ""2.48"", ""TD Acc."": ""42%"", ""TD Def."": ""50%"", ""Sub. Avg."": ""0.6""}"
Wellington Turman,http://ufcstats.com/fighter-details/4dcfb28c011c11b2,18-8-0,The Prodigy,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 22, 1996",3.23,51%,4.17,,1.55,20%,42%,0.8,"{""Height"": ""6' 0\"""", ""Weight"": ""170 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jul 22, 1996"", ""SLpM"": ""3.23"", ""Str. Acc."": ""51%"", ""SApM"": ""4.17"", ""Str. Def"": ""45%"", ""TD Avg."": ""1.55"", ""TD Acc."": ""20%"", ""TD Def."": ""42%"", ""Sub. Avg."": ""0.8""}"
Nick Aguirre,http://ufcstats.com/fighter-details/0978385b2bd9ef9b,7-2-0,Slick,"5' 9""",135 lbs.,"74""",Southpaw,"Jan 15, 1996",0.73,33%,2.89,,1.16,20%,33%,0.6,"{""Height"": ""5' 9\"""", ""Weight"": ""135 lbs."", ""Reach"": ""74\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Jan 15, 1996"", ""SLpM"": ""0.73"", ""Str. Acc."": ""33%"", ""SApM"": ""2.89"", ""Str. Def"": ""45%"", ""TD Avg."": ""1.16"", ""TD Acc."": ""20%"", ""TD Def."": ""33%"", ""Sub. Avg."": ""0.6""}"
Mark Madsen,http://ufcstats.com/fighter-details/da0995f19b749cfa,12-2-0,The Olympian,"5' 8""",155 lbs.,"72""",Orthodox,"Sep 23, 1984",3.56,49%,3.97,,2.86,66%,62%,0.0,"{""Height"": ""5' 8\"""", ""Weight"": ""155 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Sep 23, 1984"", ""SLpM"": ""3.56"", ""Str. Acc."": ""49%"", ""SApM"": ""3.97"", ""Str. Def"": ""52%"", ""TD Avg."": ""2.86"", ""TD Acc."": ""66%"", ""TD Def."": ""62%"", ""Sub. Avg."": ""0.0""}"
Abu Azaitar,http://ufcstats.com/fighter-details/46d0a888d87d91ac,14-4-1,Captain Morocco,"5' 9""",185 lbs.,"76""",Orthodox,"Mar 10, 1986",4.38,43%,4.32,,1.00,37%,42%,0.0,"{""Height"": ""5' 9\"""", ""Weight"": ""185 lbs."", ""Reach"": ""76\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Mar 10, 1986"", ""SLpM"": ""4.38"", ""Str. Acc."": ""43%"", ""SApM"": ""4.32"", ""Str. Def"": ""51%"", ""TD Avg."": ""1.00"", ""TD Acc."": ""37%"", ""TD Def."": ""42%"", ""Sub. Avg."": ""0.0""}"
Jinh Yu Frey,http://ufcstats.com/fighter-details/d05cb1e8d1b885d8,11-10-0,,"5' 3""",115 lbs.,"65""",Southpaw,"May 20, 1985",2.97,43%,4.23,,1.02,36%,90%,0.3,"{""Height"": ""5' 3\"""", ""Weight"": ""115 lbs."", ""Reach"": ""65\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""May 20, 1985"", ""SLpM"": ""2.97"", ""Str. Acc."": ""43%"", ""SApM"": ""4.23"", ""Str. Def"": ""52%"", ""TD Avg."": ""1.02"", ""TD Acc."": ""36%"", ""TD Def."": ""90%"", ""Sub. Avg."": ""0.3""}"
TJ Brown,http://ufcstats.com/fighter-details/d31cbcdd7d69536d,17-11-0,Downtown,"5' 9""",145 lbs.,"72""",Switch,"May 22, 1990",3.37,44%,2.89,,3.41,57%,36%,1.3,"{""Height"": ""5' 9\"""", ""Weight"": ""145 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Switch"", ""DOB"": ""May 22, 1990"", ""SLpM"": ""3.37"", ""Str. Acc."": ""44%"", ""SApM"": ""2.89"", ""Str. Def"": ""49%"", ""TD Avg."": ""3.41"", ""TD Acc."": ""57%"", ""TD Def."": ""36%"", ""Sub. Avg."": ""1.3""}"
Ashley Yoder,http://ufcstats.com/fighter-details/b4c6c904a9ffc5e8,8-9-0,SpiderMonkey,"5' 7""",115 lbs.,"69""",Southpaw,"Oct 20, 1987",3.42,39%,4.13,,1.09,27%,66%,0.6,"{""Height"": ""5' 7\"""", ""Weight"": ""115 lbs."", ""Reach"": ""69\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Oct 20, 1987"", ""SLpM"": ""3.42"", ""Str. Acc."": ""39%"", ""SApM"": ""4.13"", ""Str. Def"": ""47%"", ""TD Avg."": ""1.09"", ""TD Acc."": ""27%"", ""TD Def."": ""66%"", ""Sub. Avg."": ""0.6""}"
Kanako Murata,http://ufcstats.com/fighter-details/e0b0cf71e0d69dd0,12-3-0,,"5' 1""",115 lbs.,"62""",Orthodox,"Aug 10, 1993",2.15,56%,2.40,,3.38,56%,100%,0.8,"{""Height"": ""5' 1\"""", ""Weight"": ""115 lbs."", ""Reach"": ""62\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Aug 10, 1993"", ""SLpM"": ""2.15"", ""Str. Acc."": ""56%"", ""SApM"": ""2.40"", ""Str. Def"": ""53%"", ""TD Avg."": ""3.38"", ""TD Acc."": ""56%"", ""TD Def."": ""100%"", ""Sub. Avg."": ""0.8""}"
Johnny Munoz,http://ufcstats.com/fighter-details/f6bcbd91b114ff58,12-4-0,Kid Kvenbo,"5' 9""",135 lbs.,"71""",Orthodox,"Feb 16, 1993",2.44,36%,2.66,,2.40,25%,45%,1.8,"{""Height"": ""5' 9\"""", ""Weight"": ""135 lbs."", ""Reach"": ""71\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Feb 16, 1993"", ""SLpM"": ""2.44"", ""Str. Acc."": ""36%"", ""SApM"": ""2.66"", ""Str. Def"": ""55%"", ""TD Avg."": ""2.40"", ""TD Acc."": ""25%"", ""TD Def."": ""45%"", ""Sub. Avg."": ""1.8""}"
Andre Fialho,http://ufcstats.com/fighter-details/33efaf2d0941cfcf,16-8-0 (1 NC),,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 07, 1994",3.30,41%,6.26,,0.25,100%,66%,0.0,"{""Height"": ""6' 0\"""", ""Weight"": ""170 lbs."", ""Reach"": ""74\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Apr 07, 1994"", ""SLpM"": ""3.30"", ""Str. Acc."": ""41%"", ""SApM"": ""6.26"", ""Str. Def"": ""45%"", ""TD Avg."": ""0.25"", ""TD Acc."": ""100%"", ""TD Def."": ""66%"", ""Sub. Avg."": ""0.0""}"
Jake Collier,http://ufcstats.com/fighter-details/92fa1401b7927da3,13-10-0,The Prototype,"6' 3""",230 lbs.,"78""",Orthodox,"Oct 25, 1988",5.80,44%,5.08,,0.71,33%,67%,0.6,"{""Height"": ""6' 3\"""", ""Weight"": ""230 lbs."", ""Reach"": ""78\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Oct 25, 1988"", ""SLpM"": ""5.80"", ""Str. Acc."": ""44%"", ""SApM"": ""5.08"", ""Str. Def"": ""50%"", ""TD Avg."": ""0.71"", ""TD Acc."": ""33%"", ""TD Def."": ""67%"", ""Sub. Avg."": ""0.6""}"
Hannah Goldy,http://ufcstats.com/fighter-details/26e3f3928b1891d9,6-4-0,24K,"5' 4""",115 lbs.,"61""",Orthodox,"May 18, 1992",5.19,47%,4.67,,0.66,12%,54%,0.2,"{""Height"": ""5' 4\"""", ""Weight"": ""115 lbs."", ""Reach"": ""61\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""May 18, 1992"", ""SLpM"": ""5.19"", ""Str. Acc."": ""47%"", ""SApM"": ""4.67"", ""Str. Def"": ""50%"", ""TD Avg."": ""0.66"", ""TD Acc."": ""12%"", ""TD Def."": ""54%"", ""Sub. Avg."": ""0.2""}"
Terrence Mitchell,http://ufcstats.com/fighter-details/f3ca6908f78efebe,14-4-0,,"5' 10""",135 lbs.,"74""",Orthodox,"Dec 30, 1989",2.21,34%,8.85,,3.69,50%,0%,0.0,"{""Height"": ""5' 10\"""", ""Weight"": ""135 lbs."", ""Reach"": ""74\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Dec 30, 1989"", ""SLpM"": ""2.21"", ""Str. Acc."": ""34%"", ""SApM"": ""8.85"", ""Str. Def"": ""41%"", ""TD Avg."": ""3.69"", ""TD Acc."": ""50%"", ""TD Def."": ""0%"", ""Sub. Avg."": ""0.0""}"
